taxonomy_name,result_file
aguiar2019ooco_tx001.ttl,simple_aguiar2019ooco_tt001_an_tx001_ex001.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex002.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex003.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex004.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex005.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex007.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex008.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex010.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex011.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex013.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex014.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex015.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex016.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex017.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex019.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex020.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex022.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex024.csv
amaral2019rot_tx002.ttl,simple_amaral2019rot_tt001_an_tx002_ex025.csv
andrade2023integracao_tx002.ttl,simple_andrade2023integracao_tt001_an_tx002_ex009.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex002.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex004.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex005.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex008.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex009.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex012.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex013.csv
bernasconi2021ontovcm_tx002.ttl,simple_bernasconi2021ontovcm_tt001_an_tx002_ex014.csv
bernasconi2021ontovcm_tx006.ttl,simple_bernasconi2021ontovcm_tt001_an_tx006_ex005.csv
bernasconi2021ontovcm_tx006.ttl,simple_bernasconi2021ontovcm_tt001_an_tx006_ex006.csv
bernasconi2021ontovcm_tx006.ttl,simple_bernasconi2021ontovcm_tt001_an_tx006_ex007.csv
bernasconi2021ontovcm_tx006.ttl,simple_bernasconi2021ontovcm_tt001_an_tx006_ex008.csv
bernasconi2021ontovcm_tx006.ttl,simple_bernasconi2021ontovcm_tt001_an_tx006_ex009.csv
brazilian-governmental-organizational-structures_tx001.ttl,simple_brazilian-governmental-organizational-structures_tt001_an_tx001_ex007.csv
brazilian-governmental-organizational-structures_tx001.ttl,simple_brazilian-governmental-organizational-structures_tt001_an_tx001_ex015.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex001.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex002.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex007.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex008.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex010.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex012.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex014.csv
dpo2017_tx003.ttl,simple_dpo2017_tt001_an_tx003_ex015.csv
eu-rent-refactored2022_tx001.ttl,simple_eu-rent-refactored2022_tt001_an_tx001_ex019.csv
eu-rent-refactored2022_tx001.ttl,simple_eu-rent-refactored2022_tt001_an_tx001_ex031.csv
fonseca2022incorporating_tx001.ttl,simple_fonseca2022incorporating_tt001_an_tx001_ex002.csv
fonseca2022incorporating_tx001.ttl,simple_fonseca2022incorporating_tt001_an_tx001_ex008.csv
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_an_tx003_ex001.csv
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_an_tx003_ex002.csv
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_an_tx003_ex003.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex001.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex002.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex003.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex004.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex005.csv
fonseca2022incorporating_tx006.ttl,simple_fonseca2022incorporating_tt001_an_tx006_ex006.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_an_tx003_ex003.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_an_tx003_ex005.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_an_tx003_ex008.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_an_tx003_ex010.csv
franco2018rpg_tx002.ttl,simple_franco2018rpg_tt001_an_tx002_ex002.csv
franco2018rpg_tx002.ttl,simple_franco2018rpg_tt001_an_tx002_ex005.csv
freshbz2023_tx011.ttl,simple_freshbz2023_tt001_an_tx011_ex002.csv
freshbz2023_tx011.ttl,simple_freshbz2023_tt001_an_tx011_ex003.csv
freshbz2023_tx011.ttl,simple_freshbz2023_tt001_an_tx011_ex004.csv
freshbz2023_tx012.ttl,simple_freshbz2023_tt001_an_tx012_ex004.csv
freshbz2023_tx012.ttl,simple_freshbz2023_tt001_an_tx012_ex005.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex001.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex002.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex005.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex008.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex011.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_an_tx006_ex012.csv
guizzardi2005ontological_tx001.ttl,simple_guizzardi2005ontological_tt001_an_tx001_ex015.csv
guizzardi2005ontological_tx001.ttl,simple_guizzardi2005ontological_tt001_an_tx001_ex018.csv
guizzardi2005ontological_tx004.ttl,simple_guizzardi2005ontological_tt001_an_tx004_ex004.csv
guizzardi2005ontological_tx005.ttl,simple_guizzardi2005ontological_tt001_an_tx005_ex001.csv
guizzardi2005ontological_tx005.ttl,simple_guizzardi2005ontological_tt001_an_tx005_ex002.csv
guizzardi2005ontological_tx005.ttl,simple_guizzardi2005ontological_tt001_an_tx005_ex003.csv
