taxonomy_name,result_file
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_ac_tx003_ex001.csv
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_ac_tx003_ex002.csv
fonseca2022incorporating_tx003.ttl,simple_fonseca2022incorporating_tt001_ac_tx003_ex003.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_ac_tx003_ex003.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_ac_tx003_ex005.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_ac_tx003_ex008.csv
fraller2019abc_tx003.ttl,simple_fraller2019abc_tt001_ac_tx003_ex010.csv
freshbz2023_tx012.ttl,simple_freshbz2023_tt001_ac_tx012_ex004.csv
freshbz2023_tx012.ttl,simple_freshbz2023_tt001_ac_tx012_ex005.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex001.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex002.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex005.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex008.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex011.csv
gi2mo_tx006.ttl,simple_gi2mo_tt001_ac_tx006_ex012.csv
health-organizations_tx002.ttl,simple_health-organizations_tt001_ac_tx002_ex001.csv
health-organizations_tx002.ttl,simple_health-organizations_tt001_ac_tx002_ex002.csv
health-organizations_tx002.ttl,simple_health-organizations_tt001_ac_tx002_ex003.csv
health-organizations_tx002.ttl,simple_health-organizations_tt001_ac_tx002_ex009.csv
internal-affairs2013_tx003.ttl,simple_internal-affairs2013_tt001_ac_tx003_ex004.csv
internal-affairs2013_tx003.ttl,simple_internal-affairs2013_tt001_ac_tx003_ex005.csv
maddalena2021ontocovid_tx009.ttl,simple_maddalena2021ontocovid_tt001_ac_tx009_ex003.csv
maddalena2021ontocovid_tx009.ttl,simple_maddalena2021ontocovid_tt001_ac_tx009_ex006.csv
mgic-antt2011_tx016.ttl,simple_mgic-antt2011_tt001_ac_tx016_ex002.csv
mgic-antt2011_tx016.ttl,simple_mgic-antt2011_tt001_ac_tx016_ex004.csv
mgic-antt2011_tx020.ttl,simple_mgic-antt2011_tt001_ac_tx020_ex002.csv
mgic-antt2011_tx020.ttl,simple_mgic-antt2011_tt001_ac_tx020_ex004.csv
mgic-antt2011_tx051.ttl,simple_mgic-antt2011_tt001_ac_tx051_ex003.csv
mgic-antt2011_tx051.ttl,simple_mgic-antt2011_tt001_ac_tx051_ex004.csv
mgic-antt2011_tx055.ttl,simple_mgic-antt2011_tt001_ac_tx055_ex005.csv
mgic-antt2011_tx055.ttl,simple_mgic-antt2011_tt001_ac_tx055_ex006.csv
mgic-antt2011_tx056.ttl,simple_mgic-antt2011_tt001_ac_tx056_ex001.csv
mgic-antt2011_tx056.ttl,simple_mgic-antt2011_tt001_ac_tx056_ex004.csv
mgic-antt2011_tx056.ttl,simple_mgic-antt2011_tt001_ac_tx056_ex005.csv
pereira2015doacao-orgaos_tx003.ttl,simple_pereira2015doacao-orgaos_tt001_ac_tx003_ex007.csv
pereira2015doacao-orgaos_tx003.ttl,simple_pereira2015doacao-orgaos_tt001_ac_tx003_ex009.csv
project-management-ontology_tx001.ttl,simple_project-management-ontology_tt001_ac_tx001_ex004.csv
project-management-ontology_tx001.ttl,simple_project-management-ontology_tt001_ac_tx001_ex005.csv
qam_tx003.ttl,simple_qam_tt001_ac_tx003_ex003.csv
qam_tx003.ttl,simple_qam_tt001_ac_tx003_ex004.csv
qam_tx003.ttl,simple_qam_tt001_ac_tx003_ex009.csv
rodrigues2019turbidite_tx002.ttl,simple_rodrigues2019turbidite_tt001_ac_tx002_ex006.csv
rodrigues2019turbidite_tx002.ttl,simple_rodrigues2019turbidite_tt001_ac_tx002_ex009.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex001.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex002.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex004.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex005.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex006.csv
romanenko2023what_tx006.ttl,simple_romanenko2023what_tt001_ac_tx006_ex008.csv
sousa2022triponto_tx007.ttl,simple_sousa2022triponto_tt001_ac_tx007_ex001.csv
sousa2022triponto_tx007.ttl,simple_sousa2022triponto_tt001_ac_tx007_ex002.csv
tourbo2021_tx003.ttl,simple_tourbo2021_tt001_ac_tx003_ex001.csv
tourbo2021_tx003.ttl,simple_tourbo2021_tt001_ac_tx003_ex003.csv
